"User_ID","ISBN","Rating"
"U0127","0671042858","5"
"U0128","0743249992","8"
"U0129","0840734530","5"
"U0130","0425184226","9"
"U0131","0375500766","3"
"U0132","9724119378","7"
"U0133","0451205197","6"
"U0134","0060929790","5"
"U0135","0060976845","9"
"U0136","0061099325","8"
"U0137","0671004573","8"
"U0138","0446601640","9"
"U0139","0330484516","8"
"U0140","038572179X","8"
"U0141","0393020371","8"
"U0142","1900850303","7"
"U0143","1903019699","4"
"U0144","0345425294","5"
"U0145","0451410319","6"
"U0146","0553583468","6"
"U0147","8420639133","6"
"U0148","8476409419","3"
"U0149","0380778556","10"
"U0150","0451525221","5"
"U0151","0002740230","5"
"U0152","0385336772","8"
"U0153","0440949424","3"
"U0154","0505524996","4"
"U0155","0140252800","4"
"U0156","0451452755","4"
"U0157","0812575482","9"
"U0158","044651747X","9"
"U0159","0060801263","9"
"U0160","0061030147","7"
"U0161","0140250964","6"
"U0162","0446527165","6"
"U0163","0671461494","4"
"U0164","0385337639","3"
"U0165","039575514X","5"
"U0166","0451206673","5"
"U0167","0330332775","9"
"U0168","0486284735","4"
"U0169","0671021745","7"
"U0170","0671047612","6"
"U0171","0671504282","5"
"U0172","0399138684","7"
"U0173","0785263292","9"
"U0174","0830714014","7"
"U0175","0345354931","6"
"U0176","0553278223","7"
"U0177","3257203659","9"
"U0178","3257207522","8"
"U0179","3257208626","6"
"U0180","3257208634","9"
"U0181","3257208669","6"
"U0182","3257210450","4"
"U0183","3257212054","8"
"U0184","3257212429","9"
"U0185","3257214154","5"
"U0186","3257216416","5"
"U0187","3257233051","9"
"U0188","3423116714","4"
"U0189","3423241489","3"
"U0190","3426605686","7"
"U0191","3453212150","8"
"U0192","3462021095","9"
"U0193","3492045642","8"
"U0194","3498020862","7"
"U0195","3499110695","9"
"U0196","3499151502","5"
"U0197","3518111000","5"
"U0198","3548254268","7"
"U0199","3570300099","3"
"U0200","3596292646","4"
"U0201","0060977493","7"
"U0202","0312872682","5"
"U0203","0316602906","3"
"U0204","0316693006","6"
"U0205","0345311396","9"
"U0206","0345378490","8"
"U0207","0345404793","8"
"U0208","0345433173","5"
"U0209","0375400117","8"
"U0210","0375705856","7"
"U0211","0380717018","5"
"U0212","0380718332","3"
"U0213","0380754509","6"
"U0214","038076654X","9"
"U0215","0380807866","4"
"U0216","0385316895","4"
"U0217","0385497466","7"
"U0218","0385508042","4"
"U0219","0385509456","8"
"U0220","0385511612","3"
"U0221","0385730586","7"
"U0222","0425164403","7"
"U0223","0440234964","3"
"U0224","0446605484","5"
"U0225","0446610399","7"
"U0226","0449006522","6"
"U0227","0449911004","10"
"U0228","0451162072","9"
"U0229","0451186648","8"
"U0230","0452282152","7"
"U0231","051513290X","4"
"U0232","0553580388","8"
"U0233","0590598848","8"
"U0234","0590629719","4"
"U0235","0671023616","5"
"U0236","0671027387","4"
"U0237","0684848783","4"
"U0238","0786863986","5"
"U0239","0803251718","3"
"U0240","0804117934","6"
"U0241","140003180X","6"
"U0242","155874262X","4"
"U0243","0060987103","6"
"U0244","0151008116","6"
"U0245","0375704965","5"
"U0246","0525947647","7"
"U0247","0804111359","6"
"U0248","1558744150","8"
"U0249","0435272683","9"
"U0250","0316782505","7"
"U0251","006102063X","8"
"U0252","0060013117","4"
"U0253","0060199563","5"
"U0254","006052779X","9"
"U0255","0060563079","9"
"U0256","0060809027","3"
"U0257","0061040967","4"
"U0258","0061050474","7"
"U0259","0061052515","8"
"U0260","0061052523","6"
"U0261","0064472264","9"
"U0262","0140620664","9"
"U0263","0312148267","7"
"U0264","0312156960","8"
"U0265","0312890044","6"
"U0266","034543191X","6"
"U0267","0373836023","5"
"U0268","0375751513","4"
"U0269","0375801677","7"
"U0270","0375814248","3"
"U0271","0375823352","3"
"U0272","037582345X","4"
"U0273","0375823468","3"
"U0274","0380730448","4"
"U0275","0380973839","7"
"U0276","0385327773","5"
"U0277","0394586239","4"
"U0278","0439510112","7"
"U0279","0440241413","3"
"U0280","0451409256","3"
"U0281","0451523415","3"
"U0282","0451526279","3"
"U0283","0451526341","9"
"U0284","0486415864","4"
"U0285","0553280589","5"
"U0286","0670035262","10"
"U0287","0679423079","6"
"U0288","0679751343","9"
"U0289","0684833395","7"
"U0290","0743245024","5"
"U0291","0749748001","9"
"U0292","0749748028","7"
"U0293","0963094424","7"
"U0294","1401201172","6"
"U0295","1563892278","7"
"U0296","1563898586","6"
"U0297","156971620X","7"
"U0298","1592571301","8"
"U0299","0374270325","3"
"U0300","0375719180","9"
"U0001","0440235502","5"
"U0002","044023722X","4"
"U0003","1573225487","4"
"U0004","1853260673","9"
"U0005","0060977477","6"
"U0006","0345391691","6"
"U0007","0520011171","3"
"U0008","0553278746","3"
"U0009","0670856045","4"
"U0010","0872200760","3"
"U0011","0937858994","9"
"U0012","0671649949","6"
"U0013","0590431110","6"
"U0014","0064470113","8"
"U0015","0553571486","6"
"U0016","0972044205","8"
"U0017","0312963009","9"
"U0018","0345430476","6"
"U0019","0345435869","5"
"U0020","0380728729","6"
"U0021","038081840X","9"
"U0022","0449912302","5"
"U0023","055329198X","7"
"U0024","0671018930","5"
"U0025","0812541642","7"
"U0026","0312988699","6"
"U0027","0486282112","7"
"U0028","8483007010","7"
"U0029","0670815373","7"
"U0030","0385313748","7"
"U0031","1575843366","8"
"U0032","0684193957","6"
"U0033","0345371984","9"
"U0034","0380730138","4"
"U0035","1573228737","7"
"U0036","9681500555","8"
"U0037","0380711109","9"
"U0038","0452283914","3"
"U0039","0425120279","7"
"U0040","067153484X","8"
"U0041","0380728273","8"
"U0042","8433914545","5"
"U0043","8484509141","7"
"U0044","0446606197","6"
"U0045","0771076002","5"
"U0046","0771088191","6"
"U0047","1559703237","3"
"U0048","0062770500","8"
"U0049","0671847546","3"
"U0050","0060188731","8"
"U0051","0142001740","7"
"U0052","0195086295","3"
"U0053","0312995423","5"
"U0054","0380704587","6"
"U0055","0380815923","9"
"U0056","0385416342","10"
"U0057","0385418493","7"
"U0058","038542471X","8"
"U0059","0425098109","9"
"U0060","0449005410","3"
"U0061","0449202631","9"
"U0062","0449207544","6"
"U0063","0515128554","6"
"U0064","0517577402","3"
"U0065","0590450875","5"
"U0066","0590481371","6"
"U0067","067103619X","9"
"U0068","0684177730","5"
"U0069","0684180200","3"
"U0070","0743411269","7"
"U0071","0743470389","10"
"U0072","076218857X","9"
"U0073","0767905938","9"
"U0074","0800706544","7"
"U0075","0801096677","9"
"U0076","0849953014","7"
"U0077","0891091963","8"
"U0078","0915811537","3"
"U0079","0927545373","9"
"U0080","1575024179","7"
"U0081","1880185008","8"
"U0082","0140345809","8"
"U0083","0156528207","6"
"U0084","0380012863","8"
"U0085","0451154916","6"
"U0086","0785815147","7"
"U0087","0875421288","3"
"U0088","1567184294","3"
"U0089","156718796X","4"
"U0090","1862047626","8"
"U0091","0020437501","4"
"U0092","0198320264","3"
"U0093","0373196989","4"
"U0094","0373245580","6"
"U0095","0451527747","9"
"U0096","0671867113","5"
"U0097","0812504208","9"
"U0098","0060173289","7"
"U0099","0060973897","4"
"U0100","0140104682","9"
"U0101","0312143370","6"
"U0102","0316666343","7"
"U0103","039456894X","7"
"U0104","0440224675","6"
"U0105","0449002632","3"
"U0106","0449213773","9"
"U0107","0452279690","4"
"U0108","0553569058","8"
"U0109","0679427430","9"
"U0110","0679725393","5"
"U0111","0802114369","4"
"U0112","0803233019","6"
"U0113","0819154946","10"
"U0114","0897322339","5"
"U0115","0940322978","7"
"U0116","1573225126","3"
"U0117","1579651658","3"
"U0118","1878424319","8"
"U0119","8401351421","6"
"U0120","8423324311","7"
"U0121","8427007450","5"
"U0122","8429734996","8"
"U0123","8429736131","4"
"U0124","8440616252","8"
"U0125","8472224260","5"
"U0126","8472227421","7"
"U0127","8474103347","7"
"U0128","8475960936","6"
"U0129","8477830029","7"
"U0130","8478091246","4"
"U0131","8478097732","7"
"U0132","8478098267","4"
"U0133","8478800336","8"
"U0134","8478884963","9"
"U0135","8483002523","3"
"U0136","8486433193","8"
"U0137","0600586898","4"
"U0138","1853260622","7"
"U0139","1857938011","8"
"U0140","0060804157","8"
"U0141","8466601090","6"
"U0142","0140382658","5"
"U0143","0152012966","3"
"U0144","0312283784","9"
"U0145","0345297709","6"
"U0146","0345313097","8"
"U0147","0345335465","4"
"U0148","0345416848","9"
"U0149","0385333404","10"
"U0150","0449212084","9"
"U0151","0553582682","5"
"U0152","0590947257","4"
"U0153","074345829X","3"
"U0154","0786913878","7"
"U0155","0801491827","7"
"U0156","0816729913","7"
"U0157","0843136685","6"
"U0158","0866119531","4"
"U0159","0866119566","3"
"U0160","0870441663","5"
"U0161","1561561428","3"
"U0162","0553210092","8"
"U0163","0553258524","3"
"U0164","0688163726","7"
"U0165","1569471096","7"
"U0166","055358099X","3"
"U0167","0316168815","7"
"U0168","0316314927","3"
"U0169","0345424719","4"
"U0170","0375414746","9"
"U0171","0375726403","8"
"U0172","0385503857","3"
"U0173","0425156842","9"
"U0174","0440226104","7"
"U0175","0452277337","3"
"U0176","0553802488","3"
"U0177","0671021001","8"
"U0178","0767903579","4"
"U0179","0805063897","8"
"U0180","0679777431","7"
"U0181","0553285343","6"
"U0182","0486285529","8"
"U0183","0671002481","7"
"U0184","0812523385","8"
"U0185","0895774666","10"
"U0186","0020199090","9"
"U0187","0385495145","7"
"U0188","0679733825","4"
"U0189","0842329129","5"
"U0190","0345451260","5"
"U0191","0740700235","5"
"U0192","0380973545","9"
"U0193","0393321576","9"
"U0194","0743424425","5"
"U0195","0786868015","8"
"U0196","0446610178","8"
"U0197","0684854953","4"
"U0198","0743229878","6"
"U0199","0380617625","4"
"U0200","0380732335","6"
"U0201","0385337132","3"
"U0202","0440235057","4"
"U0203","0445402040","7"
"U0204","0618119760","8"
"U0205","0871138646","3"
"U0206","0026329859","5"
"U0207","0060621257","4"
"U0208","0060915544","5"
"U0209","0060917016","6"
"U0210","0060925000","7"
"U0211","0060932759","9"
"U0212","0061000280","4"
"U0213","0192815318","5"
"U0214","0312195516","6"
"U0215","0380792664","8"
"U0216","0393048977","5"
"U0217","0399137807","3"
"U0218","039914739X","5"
"U0219","0451203046","7"
"U0220","0451410556","4"
"U0221","0451523318","9"
"U0222","0486281965","5"
"U0223","0486292940","7"
"U0224","051762639X","8"
"U0225","0684824442","7"
"U0226","0743458303","9"
"U0227","081296666X","7"
"U0228","0819215635","7"
"U0229","0880011025","9"
"U0230","1561011525","5"
"U0231","1877727083","8"
"U0232","0486206173","5"
"U0233","0312278586","3"
"U0234","887641486X","5"
"U0235","0140370900","6"
"U0236","0674511255","5"
"U0237","0030096189","3"
"U0238","0312965745","10"
"U0239","0345374657","9"
"U0240","0395710901","7"
"U0241","080521061X","5"
"U0242","0823032612","7"
"U0243","0679310002","8"
"U0244","0312288115","7"
"U0245","0316171107","6"
"U0246","0380710218","3"
"U0247","0515118656","6"
"U0248","0553289063","5"
"U0249","0671000306","7"
"U0250","0671673688","6"
"U0251","1561672033","9"
"U0252","0425178242","9"
"U0253","0618173870","8"
"U0254","0375403582","3"
"U0255","0385721420","9"
"U0256","0451202341","7"
"U0257","0743418190","6"
"U0258","0385335407","8"
"U0259","0965746828","4"
"U0260","0060923245","3"
"U0261","0486272664","4"
"U0262","0786015276","7"
"U0263","0060913509","6"
"U0264","0553272837","3"
"U0265","0440225078","9"
"U0266","0312145543","7"
"U0267","0425181111","4"
"U0268","0380732688","3"
"U0269","0140286276","9"
"U0270","0373484100","6"
"U0271","0449907481","4"
"U0272","0553107305","4"
"U0273","080213825X","7"
"U0274","0515127833","3"
"U0275","0345441133","8"
"U0276","0515134279","4"
"U0277","0945586051","6"
"U0278","0385424728","3"
"U0279","0312980388","5"
"U0280","0590419625","6"
"U0281","0385472951","6"
"U0282","0451195663","8"
"U0283","0425182878","3"
"U0284","0553564528","5"
"U0285","055356451X","7"
"U0286","0743412621","8"
"U0287","0849943728","6"
"U0288","0849943450","3"
"U0289","084994371X","8"
"U0290","0590406019","9"
"U0291","0020442408","8"
"U0292","0553225987","4"
"U0293","042517736X","7"
"U0294","0671868713","7"
"U0295","038549825X","6"
"U0296","0553202294","8"
"U0297","0345313860","3"
"U0298","0345369947","8"
"U0299","067170124X","8"
"U0300","0345353625","8"
"U0001","0308102282","9"
"U0002","006017143X","5"
"U0003","0805056491","5"
"U0004","0679401377","3"
"U0005","1562827049","4"
"U0006","0385306032","6"
"U0007","0816152446","5"
"U0008","0821772953","7"
"U0009","0345379454","4"
"U0010","0553576925","4"
"U0011","0743206053","3"
"U0012","0688169678","6"
"U0013","0439319552","6"
"U0014","0590870157","7"
"U0015","0307001164","7"
"U0016","0440441501","5"
"U0017","0590687301","7"
"U0018","0439061644","4"
"U0019","0439569842","6"
"U0020","0307118703","3"
"U0021","0590418858","3"
"U0022","030720152X","3"
"U0023","0816728739","5"
"U0024","0865050880","3"
"U0025","0812519655","9"
"U0026","0812524853","9"
"U0027","0449211770","6"
"U0028","193072229X","9"
"U0029","0812521129","6"
"U0030","1400077826","7"
"U0031","0312995431","4"
"U0032","0312312628","8"
"U0033","0446394521","4"
"U0034","068484267X","6"
"U0035","0553578693","7"
"U0036","0380709260","3"
"U0037","0807565288","5"
"U0038","0312986769","9"
"U0039","0061096091","3"
"U0040","0345369068","4"
"U0041","0451184718","6"
"U0042","0449209121","9"
"U0043","0060938455","8"
"U0044","080411952X","6"
"U0045","0060575808","8"
"U0046","0060558865","5"
"U0047","0767912918","8"
"U0048","0553298860","3"
"U0049","0385335679","3"
"U0050","0440122090","3"
"U0051","0671525832","3"
"U0052","0553279572","9"
"U0053","0061009059","5"
"U0054","0060930187","7"
"U0055","0516076272","8"
"U0056","0679450432","8"
"U0057","0821775863","7"
"U0058","0821770209","5"
"U0059","0670855758","5"
"U0060","0553562819","5"
"U0061","0446364193","9"
"U0062","0446519138","6"
"U0063","0425179672","3"
"U0064","0061042943","3"
"U0065","0399144463","3"
"U0066","0965404560","4"
"U0067","006015781X","4"
"U0068","0060930705","9"
"U0069","0312206763","3"
"U0070","0316116025","6"
"U0071","0156013967","7"
"U0072","0385314019","7"
"U0073","0743444167","3"
"U0074","0618231617","5"
"U0075","1567920047","7"
"U0076","0811203220","4"
"U0077","1573229148","5"
"U0078","0787955671","8"
"U0079","0425174484","4"
"U0080","0385496907","5"
"U0081","0446523992","4"
"U0082","0140185216","6"
"U0083","0684717255","9"
"U0084","0486272745","6"
"U0085","8807120194","9"
"U0086","0062507249","4"
"U0087","0684801221","6"
"U0088","1576737357","6"
"U0089","0060083298","8"
"U0090","0446672211","8"
"U0091","0140293248","9"
"U0092","0807070718","9"
"U0093","0743213831","7"
"U0094","0345305477","8"
"U0095","0061080519","4"
"U0096","0142000205","3"
"U0097","0316735027","8"
"U0098","193156146X","7"
"U0099","015600710X","5"
"U0100","0062517856","6"
"U0101","0679767789","4"
"U0102","0449911683","9"
"U0103","0425169626","9"
"U0104","0449207757","6"
"U0105","0449245691","9"
"U0106","0140029400","8"
"U0107","0140021566","9"
"U0108","2253004022","3"
"U0109","2253005274","3"
"U0110","225300670X","7"
"U0111","2266084372","6"
"U0112","2266029460","4"
"U0113","2253007102","4"
"U0114","2070417743","9"
"U0115","2070384349","3"
"U0116","207053880X","6"
"U0117","2290314951","6"
"U0118","229000510X","7"
"U0119","3492207006","3"
"U0120","3499177757","9"
"U0121","3889774016","8"
"U0122","3502670005","7"
"U0123","0905762487","4"
"U0124","3499222604","7"
"U0125","3746670055","6"
"U0126","0140620427","3"
"U0127","3596144434","9"
"U0128","3442724686","4"
"U0129","0385504209","3"
"U0130","0385500769","7"
"U0131","0399147012","6"
"U0132","0670892963","7"
"U0133","0688180639","6"
"U0134","0316789089","7"
"U0135","0451197275","3"
"U0136","0425184129","5"
"U0137","0151001006","6"
"U0138","0385505833","5"
"U0139","0679442790","6"
"U0140","0525943862","9"
"U0141","0609605925","5"
"U0142","0060191929","6"
"U0143","0743206045","6"
"U0144","0684864843","4"
"U0145","0684867818","5"
"U0146","0743406176","8"
"U0147","0380978539","8"
"U0148","0679603352","8"
"U0149","0679410430","9"
"U0150","0446523569","7"
"U0151","0671042556","6"
"U0152","0140107649","3"
"U0153","0609606727","7"
"U0154","0446527793","6"
"U0155","0446531332","8"
"U0156","1570717257","7"
"U0157","0060192631","7"
"U0158","0385420161","8"
"U0159","0345339711","9"
"U0160","052594463X","8"
"U0161","039304016X","6"
"U0162","0399147128","7"
"U0163","0670031046","9"
"U0164","0394574745","6"
"U0165","0316969443","4"
"U0166","0743230051","8"
"U0167","0316693200","8"
"U0168","0684868911","6"
"U0169","0842336214","8"
"U0170","0399148582","8"
"U0171","0684864320","3"
"U0172","0525944834","3"
"U0173","0345428900","3"
"U0174","0451176812","7"
"U0175","0671525794","7"
"U0176","0446602086","4"
"U0177","0394551427","3"
"U0178","0064407667","3"
"U0179","0007100221","9"
"U0180","2253148539","8"
"U0181","2253043974","5"
"U0182","2020315491","4"
"U0183","0747549923","6"
"U0184","0743462335","6"
"U0185","0140253580","3"
"U0186","0947782141","5"
"U0187","057120354X","3"
"U0188","0743222229","9"
"U0189","185479549X","9"
"U0190","0140292918","6"
"U0191","1854795554","7"
"U0192","1858813093","8"
"U0193","2871290911","6"
"U0194","0198604025","7"
"U0195","1842151053","9"
"U0196","2253063339","7"
"U0197","0767908473","7"
"U0198","1842040154","9"
"U0199","0140622063","3"
"U0200","0571209521","6"
"U0201","2264009306","9"
"U0202","1841952931","5"
"U0203","0890877564","9"
"U0204","1405200677","9"
"U0205","0416196772","7"
"U0206","0747538069","5"
"U0207","0375501347","3"
"U0208","0060927240","9"
"U0209","0316776963","8"
"U0210","156341029X","7"
"U0211","0060934719","6"
"U0212","1886383421","7"
"U0213","1888451084","9"
"U0214","0451450256","3"
"U0215","1555835953","6"
"U0216","0395877563","4"
"U0217","0962893862","3"
"U0218","1555834531","5"
"U0219","0393318435","5"
"U0220","0889740828","8"
"U0221","1563410443","8"
"U0222","1563899388","9"
"U0223","1563411148","6"
"U0224","0553579681","5"
"U0225","0553579673","3"
"U0226","0451181379","5"
"U0227","0786889160","7"
"U0228","0345370740","5"
"U0229","0553574175","7"
"U0230","0553574167","9"
"U0231","0553574159","7"
"U0232","0312287240","3"
"U0233","0679801146","9"
"U0234","0446300101","5"
"U0235","0821750410","9"
"U0236","0425142485","9"
"U0237","0451456548","5"
"U0238","0060006048","7"
"U0239","0312906552","10"
"U0240","0440117291","8"
"U0241","0425049981","4"
"U0242","0374386676","3"
"U0243","0786886463","3"
"U0244","0345395379","8"
"U0245","0380788497","9"
"U0246","0307215342","9"
"U0247","0374343381","8"
"U0248","0345403339","5"
"U0249","0440226694","4"
"U0250","0440219604","7"
"U0251","0767903285","9"
"U0252","0345429176","4"
"U0253","1573229571","7"
"U0254","0517201658","4"
"U0255","0743211383","8"
"U0256","039914370X","3"
"U0257","1884777805","8"
"U0258","0312977905","7"
"U0259","0812521331","8"
"U0260","0894342789","5"
"U0261","0440218535","7"
"U0262","0449207595","7"
"U0263","8806142267","5"
"U0264","0670844594","9"
"U0265","039457513X","9"
"U0266","0394559487","5"
"U0267","0804001944","7"
"U0268","0590897985","6"
"U0269","0689832877","4"
"U0270","0689829698","6"
"U0271","0439042917","9"
"U0272","0064409457","6"
"U0273","0064405052","6"
"U0274","043922165X","7"
"U0275","0152162445","7"
"U0276","0152162577","7"
"U0277","015216250X","8"
"U0278","1562477528","4"
"U0279","0439221676","5"
"U0280","0439221684","4"
"U0281","0439221714","6"
"U0282","0439221706","5"
"U0283","0439221730","4"
"U0284","0440415993","9"
"U0285","0895872102","4"
"U0286","068983585X","5"
"U0287","0440219078","6"
"U0288","185424597X","8"
"U0289","2080105434","7"
"U0290","349913358X","9"
"U0291","3257201761","4"
"U0292","3404121686","8"
"U0293","3404118960","8"
"U0294","0345356578","6"
"U0295","0345346971","3"
"U0296","0451155750","7"
"U0297","0786890436","8"
"U0298","0415928087","4"
"U0299","0521427150","5"
"U0300","0812923278","7"
"U0001","0884111342","4"
"U0002","0345428544","8"
"U0003","0671694049","4"
"U0004","080901582X","7"
"U0005","0449006557","8"
"U0006","0373250339","4"
"U0007","0380820447","7"
"U0008","0385497679","9"
"U0009","0451454243","7"
"U0010","0941423042","3"
"U0011","0373871562","8"
"U0012","0553101439","6"
"U0013","0898151910","4"
"U0014","0835949362","7"
"U0015","0880701102","9"
"U0016","039914563X","5"
"U0017","0312853238","6"
"U0018","0688048730","5"
"U0019","0425161722","7"
"U0020","0849916399","7"
"U0021","1928791107","9"
"U0022","067175145X","9"
"U0023","0440211727","9"
"U0024","0877192820","4"
"U0025","0380002450","8"
"U0026","0793133955","4"
"U0027","0394178017","7"
"U0028","0425134350","3"
"U0029","0385479689","6"
"U0030","0380754851","9"
"U0031","0380538504","9"
"U0032","044661162X","6"
"U0033","0671742566","9"
"U0034","0515122408","8"
"U0035","0440222818","9"
"U0036","0451204050","4"
"U0037","038533334X","4"
"U0038","0449131548","6"
"U0039","0440120470","4"
"U0040","0451188209","3"
"U0041","0440130913","8"
"U0042","0449001954","6"
"U0043","0345404777","4"
"U0044","0451185277","6"
"U0045","0440224829","7"
"U0046","0671779338","9"
"U0047","0515134368","6"
"U0048","0380759497","4"
"U0049","3442098424","7"
"U0050","0394578791","8"
"U0051","1558505377","4"
"U0052","0373245696","5"
"U0053","0743201078","6"
"U0054","068983571X","7"
"U0055","0553256785","8"
"U0056","0892967994","8"
"U0057","0061064505","5"
"U0058","1551668785","9"
"U0059","0836230868","5"
"U0060","0381999866","6"
"U0061","0380817144","7"
"U0062","0380752115","6"
"U0063","0553212583","6"
"U0064","0446364762","7"
"U0065","0425166619","3"
"U0066","061312975X","8"
"U0067","0765341972","6"
"U0068","0590514776","6"
"U0069","0373037430","7"
"U0070","0064472779","8"
"U0071","0553581279","3"
"U0072","0373750013","9"
"U0073","0393030342","4"
"U0074","0553561618","7"
"U0075","0312422156","9"
"U0076","0425139069","5"
"U0077","0450029956","7"
"U0078","0130139165","5"
"U0079","0373196741","7"
"U0080","0451524489","7"
"U0081","0140065172","10"
"U0082","044022165X","5"
"U0083","0373123485","6"
"U0084","0373123108","7"
"U0085","0590225170","8"
"U0086","044132231X","7"
"U0087","0425124347","3"
"U0088","0786889705","4"
"U0089","0312282990","3"
"U0090","0425137945","7"
"U0091","042512892X","8"
"U0092","0425113892","5"
"U0093","0394820371","4"
"U0094","0449134482","7"
"U0095","014036336X","5"
"U0096","0375821813","4"
"U0097","0812516826","3"
"U0098","0345348036","7"
"U0099","0679420118","5"
"U0100","0871137380","9"
"U0001","0451185277","8"
"U0001","0385505833","3"
"U0001","0345370740","8"
"U0001","0516076272","2"
"U0001","0312206763","7"
"U0001","0345465083","9"
"U0001","0451203046","6"
"U0001","0425156842","4"
"U0001","0684864320","7"
"U0001","0435272683","6"
"U0001","0061099686","9"
"U0001","0345374657","9"
"U0001","0590418858","9"
"U0001","0945586051","4"
"U0001","0553298860","10"
"U0001","3889774016","9"
"U0001","1563410443","2"
"U0001","0440234964","10"
"U0001","0151008116","8"
"U0001","042517736X","10"
"U0001","0553564528","5"
"U0001","1903019699","3"
"U0001","0679865691","6"
"U0001","0393030342","6"
"U0001","0439221714","4"
"U0002","0385497679","7"
"U0002","0060809027","7"
"U0002","0440117291","3"
"U0002","0553280333","3"
"U0002","1573225126","8"
"U0002","0002740230","9"
"U0002","1567407781","4"
"U0002","0312890044","6"
"U0002","0670855758","5"
"U0002","0345403339","7"
"U0002","8433914545","9"
"U0002","0767908473","9"
"U0002","1561672033","6"
"U0002","0452277337","6"
"U0002","0679310002","3"
"U0002","0373750013","4"
"U0002","0812521129","6"
"U0002","0451454243","4"
"U0002","1842151053","6"
"U0002","0486272745","7"
"U0002","0446523992","10"
"U0002","0399137807","10"
"U0002","0875421288","4"
"U0002","0312906552","7"
"U0002","8445071769","8"
"U0002","0385335679","5"
"U0002","0553285343","10"
"U0002","0156047624","7"
"U0002","0385511612","5"
"U0002","8478884963","6"
"U0002","006052779X","6"
"U0002","0060168013","8"
"U0002","0618173870","9"
"U0002","0425120279","4"
"U0002","0380709260","7"
"U0002","0743462335","6"
"U0002","0425182878","3"
"U0003","156341029X","9"
"U0003","8474103347","8"
"U0003","044023722X","2"
"U0003","0609606727","9"
"U0003","055356451X","6"
"U0003","0060914068","4"
"U0003","0312252617","3"
"U0003","1903019699","9"
"U0003","8423324311","5"
"U0003","8478098267","3"
"U0003","0440225701","3"
"U0003","0684193957","5"
